datetime_hour,site,nb_connexions,bytesin
2026-09-14 22:00:00,Site_002,6,271586763.01232463
2026-09-14 23:00:00,Site_002,8,367314077.0763528
2026-09-15 07:00:00,Site_002,16,837089096.1204642
2026-09-15 08:00:00,Site_002,16,774539572.8007908
2026-09-15 09:00:00,Site_002,12,530792021.04234153
2026-09-15 10:00:00,Site_002,12,498314529.6322279
2026-09-15 11:00:00,Site_002,13,569163995.8834368
2026-09-15 12:00:00,Site_002,17,743731188.2294488
2026-09-15 13:00:00,Site_002,28,1239690294.4284291
2026-09-15 14:00:00,Site_002,24,1017071047.3913584
2026-09-15 15:00:00,Site_002,14,608829983.0713878
2026-09-15 16:00:00,Site_002,16,838411584.7573836
2026-09-15 17:00:00,Site_002,11,465265241.664518
2026-09-15 18:00:00,Site_002,10,401582286.9561314
2026-09-15 19:00:00,Site_002,11,452833002.67021626
2026-09-15 20:00:00,Site_002,9,463014298.3377125
2026-09-15 21:00:00,Site_002,8,398893560.05738753
2026-09-15 22:00:00,Site_002,2,82183065.32783166
2026-09-15 23:00:00,Site_002,12,508555125.5829724
2026-09-16 07:00:00,Site_002,11,426446315.62827444
2026-09-16 08:00:00,Site_002,17,832533346.3894895
2026-09-16 09:00:00,Site_002,24,1151182933.8487244
2026-09-16 10:00:00,Site_002,20,905796886.5580448
2026-09-16 11:00:00,Site_002,11,477462407.0060084
2026-09-16 12:00:00,Site_002,14,679808820.4629202
2026-09-16 13:00:00,Site_002,18,787396294.3191688
2026-09-16 14:00:00,Site_002,17,719791009.3596299
2026-09-16 15:00:00,Site_002,15,623351233.852292
2026-09-16 16:00:00,Site_002,15,707649810.293431
2026-09-16 17:00:00,Site_002,14,576580005.352923
2026-09-16 18:00:00,Site_002,8,263005822.71986282
2026-09-16 19:00:00,Site_002,11,535171345.7631773
2026-09-16 20:00:00,Site_002,7,316635434.8733742
2026-09-16 21:00:00,Site_002,6,284255692.9608594
2026-09-16 22:00:00,Site_002,10,543144447.3789891
2026-09-16 23:00:00,Site_002,12,402493467.9625315
2026-09-17 07:00:00,Site_002,6,228060271.4793778
2026-09-17 08:00:00,Site_002,15,641815671.1575222
2026-09-17 09:00:00,Site_002,15,733290152.542793
2026-09-17 10:00:00,Site_002,15,695757022.0473537
2026-09-17 11:00:00,Site_002,19,864922143.3192011
2026-09-17 12:00:00,Site_002,17,773440588.22468
2026-09-17 13:00:00,Site_002,22,977905080.3864601
2026-09-17 14:00:00,Site_002,20,837370276.5055846
2026-09-17 15:00:00,Site_002,22,1058599163.9409219
2026-09-17 16:00:00,Site_002,12,437951955.11233324
2026-09-17 17:00:00,Site_002,9,385866415.03815687
2026-09-17 18:00:00,Site_002,8,396153539.8691039
2026-09-17 19:00:00,Site_002,12,492019281.8566973
2026-09-17 20:00:00,Site_002,8,371072363.4124999
2026-09-17 21:00:00,Site_002,8,350038063.5051219
2026-09-17 22:00:00,Site_002,13,646895815.2071633
2026-09-17 23:00:00,Site_002,11,483995934.9993646
2026-09-18 07:00:00,Site_002,7,285460460.4749411
2026-09-18 08:00:00,Site_002,10,484653140.52216566
2026-09-18 09:00:00,Site_002,18,866229016.42149
2026-09-18 10:00:00,Site_002,21,978905674.1847305
2026-09-18 11:00:00,Site_002,20,933414059.6956617
2026-09-18 12:00:00,Site_002,33,1542485643.6781287
2026-09-18 13:00:00,Site_002,20,788053824.9740299
2026-09-18 14:00:00,Site_002,19,905158282.0024784
2026-09-18 15:00:00,Site_002,20,1023039079.9671459
2026-09-18 16:00:00,Site_002,13,506419481.2363367
2026-09-18 17:00:00,Site_002,13,587576716.3146131
2026-09-18 18:00:00,Site_002,12,457476602.3436079
2026-09-18 19:00:00,Site_002,4,150865392.77437377
2026-09-18 20:00:00,Site_002,11,567354038.3824697
2026-09-18 21:00:00,Site_002,5,254696926.14378273
2026-09-18 22:00:00,Site_002,10,507467557.8878437
2026-09-18 23:00:00,Site_002,7,256269329.2560342
2026-09-19 07:00:00,Site_002,5,176046866.37538907
2026-09-19 08:00:00,Site_002,7,343781018.92409825
2026-09-19 09:00:00,Site_002,9,428978671.98851955
2026-09-19 10:00:00,Site_002,13,605424689.566908
2026-09-19 11:00:00,Site_002,22,976618329.6065516
2026-09-19 12:00:00,Site_002,14,632687048.9629054
2026-09-19 13:00:00,Site_002,12,568316649.1611365
2026-09-19 14:00:00,Site_002,8,369218973.633292
2026-09-19 15:00:00,Site_002,9,369152415.2536986
2026-09-19 16:00:00,Site_002,6,226098551.50777018
2026-09-19 17:00:00,Site_002,6,292087695.66957664
2026-09-19 18:00:00,Site_002,3,145776714.46340317
2026-09-19 19:00:00,Site_002,5,205502824.69884023
2026-09-19 20:00:00,Site_002,4,195977687.130354
2026-09-19 21:00:00,Site_002,2,79327264.72738269
2026-09-19 22:00:00,Site_002,8,330817188.83276963
2026-09-19 23:00:00,Site_002,9,375904039.94285446
2026-09-20 07:00:00,Site_002,7,317063138.8567328
2026-09-20 08:00:00,Site_002,9,405068196.660847
2026-09-20 09:00:00,Site_002,8,348452187.92869246
2026-09-20 10:00:00,Site_002,13,572573408.6086136
2026-09-20 11:00:00,Site_002,16,713617389.095974
2026-09-20 12:00:00,Site_002,16,718317448.459185
2026-09-20 13:00:00,Site_002,9,376775631.63253504
2026-09-20 14:00:00,Site_002,23,1109133701.802957
2026-09-20 15:00:00,Site_002,16,609998352.9583874
2026-09-20 16:00:00,Site_002,10,430261315.80607677
2026-09-20 17:00:00,Site_002,6,224152010.77305093
2026-09-20 18:00:00,Site_002,8,380230405.88562244
2026-09-20 19:00:00,Site_002,0,0.0
2026-09-20 20:00:00,Site_002,4,166908305.01262283
2026-09-20 21:00:00,Site_002,3,182507255.38175505
2026-09-20 22:00:00,Site_002,5,213541884.61689302
2026-09-20 23:00:00,Site_002,6,301670613.36356425
2026-09-21 07:00:00,Site_002,12,501459090.7275311
2026-09-21 08:00:00,Site_002,14,578368346.4732574
2026-09-21 09:00:00,Site_002,16,686058033.4941983
2026-09-21 10:00:00,Site_002,22,970854059.9155014
2026-09-21 11:00:00,Site_002,17,664432499.7291739
2026-09-21 12:00:00,Site_002,18,870964752.1453912
2026-09-21 13:00:00,Site_002,20,905261590.4253917
2026-09-21 14:00:00,Site_002,20,942862164.469419
2026-09-21 15:00:00,Site_002,23,917507201.5370133
2026-09-21 16:00:00,Site_002,13,549879407.5438966
2026-09-21 17:00:00,Site_002,14,622588609.149105
2026-09-21 18:00:00,Site_002,14,605153302.2158107
2026-09-21 19:00:00,Site_002,13,629076044.1766021
2026-09-21 20:00:00,Site_002,4,175701632.9517329
2026-09-21 21:00:00,Site_002,8,400531560.24994075
2026-09-21 22:00:00,Site_002,9,359597697.80013835
2026-09-21 23:00:00,Site_002,12,547310053.3541121
2026-08-23 07:00:00,Site_003,10,487878491.58324146
2026-08-23 08:00:00,Site_003,7,332418826.4954012
2026-08-23 09:00:00,Site_003,21,1005516755.7051897
2026-08-23 10:00:00,Site_003,34,1400171467.3827577
2026-08-23 11:00:00,Site_003,24,1125877599.174339
2026-08-23 12:00:00,Site_003,25,1311005890.0739064
2026-08-23 13:00:00,Site_003,21,859590907.8266636
2026-08-23 14:00:00,Site_003,25,1117471812.5156605
2026-08-23 15:00:00,Site_003,17,803622854.1310651
2026-08-23 16:00:00,Site_003,17,714786768.7507524
2026-08-23 17:00:00,Site_003,7,315262875.3843981
2026-08-23 18:00:00,Site_003,10,481644936.69185126
2026-08-23 19:00:00,Site_003,6,273690431.54344
2026-08-23 20:00:00,Site_003,2,105348949.80384147
2026-08-23 21:00:00,Site_003,3,141733145.52168638
2026-08-23 22:00:00,Site_003,11,534504244.5021485
2026-08-23 23:00:00,Site_003,13,536164516.8826877
2026-08-24 07:00:00,Site_003,14,449122783.454962
2026-08-24 08:00:00,Site_003,23,1065666578.1445098
2026-08-24 09:00:00,Site_003,25,1050930499.3272736
2026-08-24 10:00:00,Site_003,27,1243154869.888805
2026-08-24 11:00:00,Site_003,23,1130687798.159977
2026-08-24 12:00:00,Site_003,30,1329353156.2019424
2026-08-24 13:00:00,Site_003,33,1507014136.0097823
2026-08-24 14:00:00,Site_003,22,926728751.3290226
2026-08-24 15:00:00,Site_003,19,911920337.1071837
2026-08-24 16:00:00,Site_003,19,788889507.0786299
2026-08-24 17:00:00,Site_003,15,634617570.5979536
2026-08-24 18:00:00,Site_003,16,658009505.1222353
2026-08-24 19:00:00,Site_003,16,777413398.1459304
2026-08-24 20:00:00,Site_003,10,456970031.48296034
2026-08-24 21:00:00,Site_003,14,591627114.0791093
2026-08-24 22:00:00,Site_003,15,662239898.5635893
2026-08-24 23:00:00,Site_003,20,925352864.1878488
2026-08-25 07:00:00,Site_003,18,809895204.8768677
2026-08-25 08:00:00,Site_003,17,816895678.4784327
2026-08-25 09:00:00,Site_003,32,1354725499.3109365
2026-08-25 10:00:00,Site_003,27,1073497142.9677696
2026-08-25 11:00:00,Site_003,35,1511261342.0602224
2026-08-25 12:00:00,Site_003,30,1418042687.6775434
2026-08-25 13:00:00,Site_003,45,2091364649.2917202
2026-08-25 14:00:00,Site_003,30,1274820903.969512
2026-08-25 15:00:00,Site_003,20,881811848.0075219
2026-08-25 16:00:00,Site_003,20,848042138.7657493
2026-08-25 17:00:00,Site_003,11,543961790.9948398
2026-08-25 18:00:00,Site_003,17,776335083.7637525
2026-08-25 19:00:00,Site_003,20,833064912.2592821
2026-08-25 20:00:00,Site_003,10,482553745.3669567
2026-08-25 21:00:00,Site_003,9,479309401.7438653
2026-08-25 22:00:00,Site_003,16,757511470.602122
2026-08-25 23:00:00,Site_003,12,513752581.9487753
2026-08-26 07:00:00,Site_003,19,828462225.9763298
2026-08-26 08:00:00,Site_003,18,831250049.3321702
2026-08-26 09:00:00,Site_003,34,1377416512.1749704
2026-08-26 10:00:00,Site_003,25,1148306415.9556458
2026-08-26 11:00:00,Site_003,31,1407274846.4053316
2026-08-26 12:00:00,Site_003,35,1605148790.94189
2026-08-26 13:00:00,Site_003,26,1358881712.053395
2026-08-26 14:00:00,Site_003,32,1411118301.2272823
2026-08-26 15:00:00,Site_003,26,1104930569.8147056
2026-08-26 16:00:00,Site_003,24,971492065.4450152
2026-08-26 17:00:00,Site_003,11,499096176.53861874
2026-08-26 18:00:00,Site_003,9,366021515.3206626
2026-08-26 19:00:00,Site_003,13,583807355.5551347
2026-08-26 20:00:00,Site_003,13,566695282.2118639
2026-08-26 21:00:00,Site_003,13,604682251.1657859
2026-08-26 22:00:00,Site_003,15,722144898.8265002
2026-08-26 23:00:00,Site_003,19,847495558.7791752
2026-08-27 07:00:00,Site_003,13,688207149.7625451
2026-08-27 08:00:00,Site_003,27,1364870379.6603246
2026-08-27 09:00:00,Site_003,20,995543859.0031693
2026-08-27 10:00:00,Site_003,24,1070402590.676051
2026-08-27 11:00:00,Site_003,30,1323174256.3068855
2026-08-27 12:00:00,Site_003,31,1393226633.7835276
2026-08-27 13:00:00,Site_003,24,1170305807.5995696
2026-08-27 14:00:00,Site_003,25,1147882480.5371792
2026-08-27 15:00:00,Site_003,22,977433245.3569212
2026-08-27 16:00:00,Site_003,14,572921039.4546691
2026-08-27 17:00:00,Site_003,16,733617142.3457274
2026-08-27 18:00:00,Site_003,20,841671384.7433394
2026-08-27 19:00:00,Site_003,13,621213892.3760462
2026-08-27 20:00:00,Site_003,9,466274753.6187495
2026-08-27 21:00:00,Site_003,16,802633164.3821834
2026-08-27 22:00:00,Site_003,17,756004691.4917064
2026-08-27 23:00:00,Site_003,19,941805754.6651036
2026-08-28 07:00:00,Site_003,17,699596633.9047203
2026-08-28 08:00:00,Site_003,23,1125968908.6194067
2026-08-28 09:00:00,Site_003,25,975653034.7185698
2026-08-28 10:00:00,Site_003,21,949280995.7306418
2026-08-28 11:00:00,Site_003,21,950371445.9563869
2026-08-28 12:00:00,Site_003,47,2324281146.934261
2026-08-28 13:00:00,Site_003,39,1792467369.9275794
2026-08-28 14:00:00,Site_003,30,1255235918.3841407
2026-08-28 15:00:00,Site_003,29,1277855178.012401
2026-08-28 16:00:00,Site_003,22,858756610.061845
2026-08-28 17:00:00,Site_003,16,774774393.6940144
2026-08-28 18:00:00,Site_003,18,823663414.5492691
2026-08-28 19:00:00,Site_003,10,526067119.4543432
2026-08-28 20:00:00,Site_003,13,516625384.66509265
2026-08-28 21:00:00,Site_003,15,726946905.9319677
2026-08-28 22:00:00,Site_003,15,757282177.7981176
2026-08-28 23:00:00,Site_003,15,667886133.3141435
2026-08-29 07:00:00,Site_003,10,436961727.83416843
2026-08-29 08:00:00,Site_003,15,662478091.6850345
2026-08-29 09:00:00,Site_003,24,1146274801.5873435
2026-08-29 10:00:00,Site_003,24,1130743735.0943666
2026-08-29 11:00:00,Site_003,35,1657604787.591267
2026-08-29 12:00:00,Site_003,22,1011020022.9296212
2026-08-29 13:00:00,Site_003,21,1060642247.0309271
2026-08-29 14:00:00,Site_003,22,1155410064.3940604
2026-08-29 15:00:00,Site_003,20,820054906.8371528
2026-08-29 16:00:00,Site_003,15,744096433.8595724
2026-08-29 17:00:00,Site_003,8,383166636.271518
2026-08-29 18:00:00,Site_003,13,667635763.2949054
2026-08-29 19:00:00,Site_003,5,280766067.91383815
2026-08-29 20:00:00,Site_003,5,262328737.2270437
2026-08-29 21:00:00,Site_003,3,119761951.22033015
2026-08-29 22:00:00,Site_003,7,297996932.57114357
2026-08-29 23:00:00,Site_003,7,346400408.554307
2026-08-30 07:00:00,Site_003,12,489748077.98166454
2026-08-30 08:00:00,Site_003,14,605755449.6282016
2026-08-30 09:00:00,Site_003,26,1182231236.7223825
2026-08-30 10:00:00,Site_003,15,790896783.4744344
2026-08-30 11:00:00,Site_003,23,993286717.2079654
2026-08-30 12:00:00,Site_003,40,1784405840.929511
2026-08-30 13:00:00,Site_003,28,1319977022.931966
2026-08-30 14:00:00,Site_003,12,589246676.1318772
2026-08-30 15:00:00,Site_003,21,884249414.2792497
2026-08-30 16:00:00,Site_003,13,632681911.5811746
2026-08-30 17:00:00,Site_003,7,365002921.26193637
2026-08-30 18:00:00,Site_003,3,135092863.93782562
2026-08-30 19:00:00,Site_003,4,194001371.26728475
2026-08-30 20:00:00,Site_003,2,103395393.28053647
2026-08-30 21:00:00,Site_003,4,162054988.79853356
2026-08-30 22:00:00,Site_003,6,305058999.26741815
2026-08-30 23:00:00,Site_003,6,199173803.332385
2026-08-31 07:00:00,Site_003,19,865209891.8060706
2026-08-31 08:00:00,Site_003,22,1051489398.1333356
2026-08-31 09:00:00,Site_003,23,967627899.5348079
2026-08-31 10:00:00,Site_003,21,920017971.718567
2026-08-31 11:00:00,Site_003,31,1584360036.043908
2026-08-31 12:00:00,Site_003,42,1964540196.5762475
2026-08-31 13:00:00,Site_003,32,1505892467.8696716
2026-08-31 14:00:00,Site_003,40,1479776554.2619555
2026-08-31 15:00:00,Site_003,25,1074763516.5716171
2026-08-31 16:00:00,Site_003,20,970898985.3407688
2026-08-31 17:00:00,Site_003,21,977904714.5867026
2026-08-31 18:00:00,Site_003,8,343211959.4949011
2026-08-31 19:00:00,Site_003,10,501938680.73517466
2026-08-31 20:00:00,Site_003,12,548370911.6996971
2026-08-31 21:00:00,Site_003,17,749260215.9184037
2026-08-31 22:00:00,Site_003,13,621869287.175799
2026-08-31 23:00:00,Site_003,20,837862099.3818085
2026-09-01 07:00:00,Site_003,18,853260413.4721526
2026-09-01 08:00:00,Site_003,20,941666050.9055701
2026-09-01 09:00:00,Site_003,16,705640207.4047565
2026-09-01 10:00:00,Site_003,20,877922771.3007232
2026-09-01 11:00:00,Site_003,26,1025969200.9245331
2026-09-01 12:00:00,Site_003,24,1203002431.5106578
2026-09-01 13:00:00,Site_003,33,1461927363.6706576
2026-09-01 14:00:00,Site_003,34,1682548336.7505422
2026-09-01 15:00:00,Site_003,32,1369607725.3005092
2026-09-01 16:00:00,Site_003,30,1470142413.5458298
2026-09-01 17:00:00,Site_003,16,742253649.1162034
2026-09-01 18:00:00,Site_003,12,455380894.82192194
2026-09-01 19:00:00,Site_003,6,249834057.76673263
2026-09-01 20:00:00,Site_003,8,305769046.4728317
2026-09-01 21:00:00,Site_003,6,235990514.85668397
2026-09-01 22:00:00,Site_003,19,904873011.308054
2026-09-01 23:00:00,Site_003,20,902857697.5607802
2026-09-02 07:00:00,Site_003,23,891119076.0227871
2026-09-02 08:00:00,Site_003,17,708018512.1628387
2026-09-02 09:00:00,Site_003,21,944154649.1342001
2026-09-02 10:00:00,Site_003,37,1616732033.6014476
2026-09-02 11:00:00,Site_003,39,1769335273.5798917
2026-09-02 12:00:00,Site_003,33,1323372637.8926678
2026-09-02 13:00:00,Site_003,22,1110375684.023936
2026-09-02 14:00:00,Site_003,39,1722591801.1801116
2026-09-02 15:00:00,Site_003,26,1053926072.3481115
2026-09-02 16:00:00,Site_003,21,974203127.4975612
2026-09-02 17:00:00,Site_003,19,807866984.2233535
2026-09-02 18:00:00,Site_003,13,616660915.4987175
2026-09-02 19:00:00,Site_003,19,836346337.4873494
2026-09-02 20:00:00,Site_003,10,459542343.7766337
2026-09-02 21:00:00,Site_003,11,510215383.3170796
2026-09-02 22:00:00,Site_003,9,452671277.31145954
2026-09-02 23:00:00,Site_003,19,880761757.1198214
2026-09-03 07:00:00,Site_003,17,707764440.2690625
2026-09-03 08:00:00,Site_003,18,697689818.5759801
2026-09-03 09:00:00,Site_003,24,1231782932.4765303
2026-09-03 10:00:00,Site_003,28,1307493689.8537695
2026-09-03 11:00:00,Site_003,27,1231732829.2977037
2026-09-03 12:00:00,Site_003,33,1495525909.441849
2026-09-03 13:00:00,Site_003,29,1278296878.8757405
2026-09-03 14:00:00,Site_003,22,1106383508.3898466
2026-09-03 15:00:00,Site_003,28,1296589961.2445524
2026-09-03 16:00:00,Site_003,25,1215435732.5208673
2026-09-03 17:00:00,Site_003,18,758885047.4594185
2026-09-03 18:00:00,Site_003,14,542111533.6679109
2026-09-03 19:00:00,Site_003,14,609692200.7902554
2026-09-03 20:00:00,Site_003,16,768110118.6577934
2026-09-03 21:00:00,Site_003,14,694189113.9049549
2026-09-03 22:00:00,Site_003,14,580884714.6778193
2026-09-03 23:00:00,Site_003,15,662942475.8267617
2026-09-04 07:00:00,Site_003,16,797146709.3160014
2026-09-04 08:00:00,Site_003,21,1074019838.5349789
2026-09-04 09:00:00,Site_003,24,929549994.5518367
2026-09-04 10:00:00,Site_003,26,1150873609.9681828
2026-09-04 11:00:00,Site_003,29,1395527755.2866418
2026-09-04 12:00:00,Site_003,35,1396865979.111386
2026-09-04 13:00:00,Site_003,34,1497491284.9310186
2026-09-04 14:00:00,Site_003,31,1337403156.9180927
2026-09-04 15:00:00,Site_003,24,1053317378.1644323
2026-09-04 16:00:00,Site_003,21,861937395.3856959
2026-09-04 17:00:00,Site_003,24,1069388427.5260943
2026-09-04 18:00:00,Site_003,7,372128576.0163281
2026-09-04 19:00:00,Site_003,13,576714966.1929182
2026-09-04 20:00:00,Site_003,10,423236443.3398167
2026-09-04 21:00:00,Site_003,17,789053870.9918274
2026-09-04 22:00:00,Site_003,15,660801411.9274672
2026-09-04 23:00:00,Site_003,17,733259585.624385
2026-09-05 07:00:00,Site_003,8,432716404.15450984
2026-09-05 08:00:00,Site_003,15,673659820.3670774
2026-09-05 09:00:00,Site_003,20,961808538.0890914
2026-09-05 10:00:00,Site_003,18,802843336.0459304
2026-09-05 11:00:00,Site_003,32,1460530446.4823086
2026-09-05 12:00:00,Site_003,20,715346678.707702
2026-09-05 13:00:00,Site_003,27,1143186415.8219287
2026-09-05 14:00:00,Site_003,24,1146719267.0311856
2026-09-05 15:00:00,Site_003,15,709510024.6548685
2026-09-05 16:00:00,Site_003,12,565748326.0735115
2026-09-05 17:00:00,Site_003,10,458978864.9103733
2026-09-05 18:00:00,Site_003,5,170707994.26748312
2026-09-05 19:00:00,Site_003,5,222117268.87213713
2026-09-05 20:00:00,Site_003,6,268010089.0242917
2026-09-05 21:00:00,Site_003,5,182977161.94889843
2026-09-05 22:00:00,Site_003,8,308358303.206789
2026-09-05 23:00:00,Site_003,12,577783895.675946
2026-09-06 07:00:00,Site_003,7,288740632.14986676
2026-09-06 08:00:00,Site_003,13,606180367.6421214
2026-09-06 09:00:00,Site_003,15,746630947.6953592
2026-09-06 10:00:00,Site_003,17,811484345.9428616
2026-09-06 11:00:00,Site_003,19,979433415.2336949
2026-09-06 12:00:00,Site_003,26,1183540435.113376
2026-09-06 13:00:00,Site_003,24,1179233806.0483544
2026-09-06 14:00:00,Site_003,21,834248775.1042336
2026-09-06 15:00:00,Site_003,22,940062063.8293908
2026-09-06 16:00:00,Site_003,23,1002682338.8813033
2026-09-06 17:00:00,Site_003,11,462283669.5820015
2026-09-06 18:00:00,Site_003,9,444167554.63342357
2026-09-06 19:00:00,Site_003,4,151978285.39899483
2026-09-06 20:00:00,Site_003,5,225922430.65919083
2026-09-06 21:00:00,Site_003,8,324182292.5332071
2026-09-06 22:00:00,Site_003,6,229675032.4082471
2026-09-06 23:00:00,Site_003,13,550671483.9379623
2026-09-07 07:00:00,Site_003,15,676316129.3163561
2026-09-07 08:00:00,Site_003,19,934858444.6954973
2026-09-07 09:00:00,Site_003,39,1776690713.1675568
2026-09-07 10:00:00,Site_003,32,1536688376.2370331
2026-09-07 11:00:00,Site_003,19,844344157.8491249
2026-09-07 12:00:00,Site_003,30,1254489295.893746
2026-09-07 13:00:00,Site_003,26,1242880475.4117978
2026-09-07 14:00:00,Site_003,32,1405369080.9488676
2026-09-07 15:00:00,Site_003,28,1395049719.3008466
2026-09-07 16:00:00,Site_003,16,650182063.9589719
2026-09-07 17:00:00,Site_003,22,1113522421.5686402
2026-09-07 18:00:00,Site_003,11,469632006.1476542
2026-09-07 19:00:00,Site_003,9,351102526.86289805
2026-09-07 20:00:00,Site_003,13,553743365.0610844
2026-09-07 21:00:00,Site_003,11,567784214.6058848
2026-09-07 22:00:00,Site_003,8,346277046.2235698
2026-09-07 23:00:00,Site_003,18,731315220.7876322
2026-09-08 07:00:00,Site_003,24,1125736066.0982177
2026-09-08 08:00:00,Site_003,17,739380542.3540246
2026-09-08 09:00:00,Site_003,19,802354829.5841358
2026-09-08 10:00:00,Site_003,22,1027842538.989471
2026-09-08 11:00:00,Site_003,31,1392669779.8596516
2026-09-08 12:00:00,Site_003,21,1106748097.674413
2026-09-08 13:00:00,Site_003,38,1649313138.2676911
2026-09-08 14:00:00,Site_003,33,1437047463.1177883
2026-09-08 15:00:00,Site_003,19,867145579.7192284
2026-09-08 16:00:00,Site_003,25,1147233231.676792
2026-09-08 17:00:00,Site_003,11,563366533.5122943
2026-09-08 18:00:00,Site_003,18,751687816.1365144
2026-09-08 19:00:00,Site_003,18,861284954.6305197
2026-09-08 20:00:00,Site_003,9,467956042.6334262
2026-09-08 21:00:00,Site_003,13,623583345.3482293
2026-09-08 22:00:00,Site_003,12,519059979.34951884
2026-09-08 23:00:00,Site_003,16,698668626.7005423
2026-09-09 07:00:00,Site_003,20,923374626.6559291
2026-09-09 08:00:00,Site_003,22,1033814035.4626752
2026-09-09 09:00:00,Site_003,28,1344656237.0665708
2026-09-09 10:00:00,Site_003,29,1343059262.8387215
2026-09-09 11:00:00,Site_003,27,1143028497.3930788
2026-09-09 12:00:00,Site_003,37,1658807091.2535417
2026-09-09 13:00:00,Site_003,32,1374374470.8223972
2026-09-09 14:00:00,Site_003,25,1194792510.9117296
2026-09-09 15:00:00,Site_003,24,1184042323.2969398
2026-09-09 16:00:00,Site_003,20,921210250.857467
2026-09-09 17:00:00,Site_003,21,980382251.97171
2026-09-09 18:00:00,Site_003,15,678228776.3493663
2026-09-09 19:00:00,Site_003,11,455450389.6952505
2026-09-09 20:00:00,Site_003,10,443336234.1175327
2026-09-09 21:00:00,Site_003,9,413845038.5958552
2026-09-09 22:00:00,Site_003,16,695307048.3049353
2026-09-09 23:00:00,Site_003,11,485810571.97974306
2026-09-10 07:00:00,Site_003,21,991451731.1279742
2026-09-10 08:00:00,Site_003,20,820518161.1684184
2026-09-10 09:00:00,Site_003,31,1426425831.3254704
2026-09-10 10:00:00,Site_003,40,1747231099.6279879
2026-09-10 11:00:00,Site_003,33,1433573060.1180816
2026-09-10 12:00:00,Site_003,29,1215586098.3663726
2026-09-10 13:00:00,Site_003,29,1362075092.0094562
2026-09-10 14:00:00,Site_003,20,911818839.2619781
2026-09-10 15:00:00,Site_003,26,948571213.1394595
2026-09-10 16:00:00,Site_003,18,810583597.9492377
2026-09-10 17:00:00,Site_003,7,326944550.6319089
2026-09-10 18:00:00,Site_003,13,594778376.3862406
2026-09-10 19:00:00,Site_003,8,352267387.1627562
2026-09-10 20:00:00,Site_003,13,594428443.107467
2026-09-10 21:00:00,Site_003,5,242612007.8189386
2026-09-10 22:00:00,Site_003,10,380764135.6521533
2026-09-10 23:00:00,Site_003,20,953038868.9220289
2026-09-11 07:00:00,Site_003,18,762208653.5771155
2026-09-11 08:00:00,Site_003,26,1211813467.916988
2026-09-11 09:00:00,Site_003,29,1334683371.7950923
2026-09-11 10:00:00,Site_003,21,929068706.3710704
2026-09-11 11:00:00,Site_003,33,1439466874.5448759
2026-09-11 12:00:00,Site_003,29,1194564749.3724139
2026-09-11 13:00:00,Site_003,22,1041219592.6796854
2026-09-11 14:00:00,Site_003,31,1421414683.8818967
2026-09-11 15:00:00,Site_003,23,1138496378.713271
2026-09-11 16:00:00,Site_003,21,875872183.6240728
2026-09-11 17:00:00,Site_003,16,726747894.3640331
2026-09-11 18:00:00,Site_003,17,812803660.162396
2026-09-11 19:00:00,Site_003,5,203251893.36162925
2026-09-11 20:00:00,Site_003,10,428634443.3513523
2026-09-11 21:00:00,Site_003,7,281046989.55010664
2026-09-11 22:00:00,Site_003,15,660142501.2493583
2026-09-11 23:00:00,Site_003,22,1048648830.4719999
2026-09-12 07:00:00,Site_003,8,363263652.23898953
2026-09-12 08:00:00,Site_003,23,966251267.1037492
2026-09-12 09:00:00,Site_003,10,348711675.5322106
2026-09-12 10:00:00,Site_003,21,971279145.9170172
2026-09-12 11:00:00,Site_003,32,1494516110.5644536
2026-09-12 12:00:00,Site_003,27,1155144571.1732874
2026-09-12 13:00:00,Site_003,26,1118840784.1960506
2026-09-12 14:00:00,Site_003,15,698268036.4805801
2026-09-12 15:00:00,Site_003,19,864319322.6167277
2026-09-12 16:00:00,Site_003,14,586679398.2923169
2026-09-12 17:00:00,Site_003,16,664759439.0854498
2026-09-12 18:00:00,Site_003,5,262849712.67749602
2026-09-12 19:00:00,Site_003,3,157568419.4611166
2026-09-12 20:00:00,Site_003,6,281265956.98841405
2026-09-12 21:00:00,Site_003,5,246635546.2643261
2026-09-12 22:00:00,Site_003,7,323588284.4373339
2026-09-12 23:00:00,Site_003,9,391360913.91553855
2026-09-13 07:00:00,Site_003,8,390887566.355762
2026-09-13 08:00:00,Site_003,18,769592008.0086901
2026-09-13 09:00:00,Site_003,19,942529560.374138
2026-09-13 10:00:00,Site_003,12,512533799.7663592
2026-09-13 11:00:00,Site_003,18,810221129.5909144
2026-09-13 12:00:00,Site_003,29,1324150403.5391035
2026-09-13 13:00:00,Site_003,29,1322300510.7290518
2026-09-13 14:00:00,Site_003,22,964134258.8437847
2026-09-13 15:00:00,Site_003,18,834860077.3755352
2026-09-13 16:00:00,Site_003,12,639770877.2324073
2026-09-13 17:00:00,Site_003,10,538035611.4627075
2026-09-13 18:00:00,Site_003,9,410969563.1467291
2026-09-13 19:00:00,Site_003,2,96373337.62509418
2026-09-13 20:00:00,Site_003,4,182145792.56713006
2026-09-13 21:00:00,Site_003,11,545487021.2559898
2026-09-13 22:00:00,Site_003,8,361340580.4755531
2026-09-13 23:00:00,Site_003,4,186596666.10834944
2026-09-14 07:00:00,Site_003,11,447026004.0637442
